Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng,Tot_Dsg_Unts,Tot_Clms,Tot_Benes,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Bene,Outlier_Flag,year
CONCERTA,Methylphenidate HCl,1,Janssen Pharm.,3733864.59,401787.0,9668.0,1895.0,9.3326033959,386.20858399,1970.3770923,0.0,2017
CONTRAVE,Naltrexone HCl/Bupropion HCl,1,Nalpropion/Curr,71720.1,35789.0,244.0,99.0,2.0039704937,293.93483607,724.44545455,0.0,2017
CONZIP,Tramadol HCl,1,Vertical Pharm,281914.59,24699.0,608.0,189.0,11.624891596,463.6753125,1491.6115873,0.0,2017
COPAXONE,Glatiramer Acetate,1,Teva Neuroscien,1498951514.9,3771193.0,231892.0,26133.0,444.2401971,6464.007016,57358.570197,0.0,2017
COREG,Carvedilol,1,GSK/ Woodward P,5321272.53,1197541.0,11759.0,2358.0,4.4432519793,452.52764096,2256.688944,0.0,2017
CORGARD,Nadolol,1,US Worldmeds,1003061.66,207093.0,2783.0,557.0,4.8606106606,360.42459935,1800.828833,0.0,2017
CORLANOR,IVabradine HCl,1,Amgen,11560089.29,1640209.0,23186.0,4806.0,7.0479515143,498.58057837,2405.3452538,0.0,2017
COSOPT,Dorzolamide HCl/Timolol Maleat,1,Akorn Inc.,3972270.8,214237.0,16852.0,5926.0,18.54147883,235.71509613,670.3123186,0.0,2017
COSOPT PF,Dorzolamide/Timolol/PF,1,Akorn Inc.,14266576.7,5631557.0,69084.0,16730.0,2.5333272308,206.51057698,852.75413628,0.0,2017
COTELLIC,Cobimetinib Fumarate,1,"Genentech, Inc.",3831601.17,36356.0,621.0,170.0,105.39116432,6170.0501932,22538.830412,0.0,2017
CREON,Lipase/Protease/Amylase,1,Abbvie US LLC,553981198.83,108632295.5,648336.0,132352.0,5.0780373289,854.46620091,4185.6654892,0.0,2017
CRESEMBA*,Isavuconazonium Sulfate,1,Astellas Pharma*,16893295.88,212363.0,3793.0,1077.0,80.166192783,4453.8085631,15685.511495,0.0,2017
CRESTOR,Rosuvastatin Calcium,1,Astrazeneca,307921229.8,36946232.53,764163.0,232040.0,8.3344576019,402.95228871,1327.017884,0.0,2017
CUBICIN,Daptomycin,1,Merck Sharp & D,38024396.92,612289.42,12877.0,3532.0,62.101998953,2952.8925153,10765.684292,1.0,2017
CUBICIN RF,Daptomycin,1,Merck Sharp & D,7215277.56,40407.22,2410.0,669.0,178.56406751,2993.8911037,10785.168251,1.0,2017
CUVPOSA,Glycopyrrolate,1,Merz,1137935.44,1034205.5,2532.0,777.0,1.1002991572,449.42157978,1464.5243758,0.0,2017
CYCLOSET,Bromocriptine Mesylate,1,Santarus Inc/Sa,3291538.07,933523.0,5684.0,1179.0,3.5259314125,579.0883304,2791.8049788,0.0,2017
CYMBALTA,Duloxetine HCl,1,Eli Lilly & Co.,24090061.8,3358631.0,59009.0,9600.0,7.1792618531,408.24385772,2509.3814375,0.0,2017
CYTOTEC,Misoprostol,1,Pharmaci/Pfizer,59937.12,14026.0,74.0,19.0,4.2228690932,809.96108108,3154.5852632,0.0,2017
DALIRESP,Roflumilast,1,Astrazeneca,142115016.03,13206367.95,367037.0,63152.0,10.76109772,387.19534006,2250.3644545,0.0,2017
DALVANCE,Dalbavancin HCl,1,Durata/Allergan,2241930.85,20065.0,608.0,345.0,111.73340892,3687.3862664,6498.3502899,1.0,2017
DANTRIUM,Dantrolene Sodium,1,Par Pharmaceuti,45090.72,39304.0,254.0,48.0,1.1476881043,177.52251969,939.39,0.0,2017
DAYPRO,Oxaprozin,1,Pharmaci/Pfizer,188241.35,28061.0,322.0,72.0,6.7082908663,584.60046584,2614.4631944,0.0,2017
DAYTRANA,Methylphenidate,1,Noven Therapeut,487182.66,47923.0,1273.0,241.0,10.169293822,382.70436764,2021.5048133,0.0,2017
DDAVP*,Desmopressin Acetate,1,Ferring Ph Inc*,1280872.27,63028.0,920.0,149.0,53.899510323,1392.2524674,8596.4581879,0.0,2017
DELZICOL,Mesalamine,1,Allergan Inc.,47521977.02,14939779.0,71847.0,13876.0,3.1809022757,661.43300374,3424.7605232,0.0,2017
DEPAKOTE,Divalproex Sodium,1,Abbvie US LLC,18174394.77,4023343.0,31381.0,3898.0,4.5868390486,579.152824,4662.4922447,0.0,2017
DEPAKOTE ER,Divalproex Sodium,1,Abbvie US LLC,20756190.12,4461376.75,42285.0,5091.0,4.636541094,490.86413906,4077.0359694,0.0,2017
DEPAKOTE SPRINKLE,Divalproex Sodium,1,Abbvie US LLC,3794940.75,2499650.0,8214.0,1262.0,1.5181888464,462.00885683,3007.084588,0.0,2017
DEPO-SUBQ PROVERA 104,Medroxyprogesterone Acetate,1,Pfizer US Pharm,40550.85,130.2,196.0,73.0,311.45046083,206.89209184,555.49109589,0.0,2017
DESCOVY,Emtricitabine/Tenofov Alafenam,1,Gilead Sciences,403871651.78,7650389.0,245907.0,31494.0,52.790995566,1642.3755801,12823.764901,0.0,2017
DETROL,Tolterodine Tartrate,1,Pfizer/Viatris,373664.46,56694.0,654.0,186.0,6.558372378,571.35238532,2008.9487097,0.0,2017
DETROL LA,Tolterodine Tartrate,1,Pfizer/Viatris,5951761.86,530735.0,9690.0,2209.0,11.213667994,614.21691022,2694.3240652,0.0,2017
DEXILANT,Dexlansoprazole,1,Takeda Pharmace,588428949.65,69368277.7,1663692.0,299775.0,8.4832213781,353.68863326,1962.9020087,0.0,2017
DIASTAT,Diazepam,1,Bausch Health U,59576.2,223.0,89.0,59.0,267.15784753,669.39550562,1009.7661017,0.0,2017
DIASTAT ACUDIAL,Diazepam,1,Bausch Health U,1554792.74,4890.5,2206.0,1183.0,317.95953772,704.80178604,1314.2795773,0.0,2017
DIFFERIN,Adapalene,1,Galderma Labora,231495.05,50008.0,977.0,571.0,4.5846539464,236.94477994,405.4204028,0.0,2017
DIFICID,Fidaxomicin,1,Merck Sharp & D,26963950.38,143559.0,7414.0,5569.0,187.82486908,3636.8964634,4841.7939271,0.0,2017
DIFLUCAN,Fluconazole,1,Pfizer US Pharm,727746.74,15719.0,1216.0,603.0,47.782196807,598.4759375,1206.8768491,0.0,2017
DILAUDID,Hydromorphone HCl,1,Rhodes Pharmace,954045.82,248021.0,1527.0,356.0,4.0012745735,624.78442698,2679.9039888,0.0,2017
DIOVAN,Valsartan,1,Novartis,35606716.36,4876474.7,80526.0,16010.0,7.3789229706,442.17664307,2224.0297539,0.0,2017
DIOVAN HCT,Valsartan/Hydrochlorothiazide,1,Novartis,13286933.62,1485917.0,26112.0,5326.0,8.9748314239,508.84396523,2494.7303079,0.0,2017
DIPENTUM,Olsalazine Sodium,1,Meda/Mylan Spec,5148141.03,400923.0,2669.0,428.0,12.840722608,1928.8651293,12028.366893,0.0,2017
DIPROLENE,Betamethasone/Propylene Glyc,1,Merck Sharp & D,25477.43,6427.5,125.0,64.0,3.979490426,203.81944,398.08484375,0.0,2017
DITROPAN XL,Oxybutynin Chloride,1,Janssen Pharm.,871621.26,138553.0,2080.0,436.0,6.2907256456,419.04868269,1999.1313303,0.0,2017
DORYX,Doxycycline Hyclate,1,Mayne Pharma In,105912.36,4571.0,112.0,49.0,31.071196962,945.64607143,2161.4767347,0.0,2017
DORYX MPC,Doxycycline Hyclate,1,Mayne Pharma In,63024.52,5067.0,133.0,79.0,12.438231695,473.86857143,797.77873418,0.0,2017
DOVONEX,Calcipotriene,1,Leo Pharma Inc.,547492.85,55960.0,409.0,141.0,9.7836463545,1338.6133252,3882.9280142,1.0,2017
DUAVEE,"Estrogens,Conj/Bazedoxifene",1,Wyeth/Pfizer,1674860.81,321316.0,7340.0,1554.0,5.2125036102,228.18267166,1077.774009,0.0,2017
DUEXIS,Ibuprofen/FAmotidine,1,Horizon Therape,31228702.47,1255135.0,14229.0,5491.0,24.880751847,2194.7222201,5687.2523165,0.0,2017
DURAGESIC,Fentanyl,1,Janssen Pharm.,24489923.67,233278.0,16756.0,1727.0,100.55760073,1461.5614508,14180.615906,0.0,2017
DUREZOL,Difluprednate,1,Alcon/Novartis,105609110.73,3241856.95,621787.0,394235.0,32.576733754,169.84773038,267.88364993,0.0,2017
DYAZIDE,Triamterene/Hydrochlorothiazid,1,Glaxosmithkline,964524.18,460682.0,7806.0,1765.0,2.0936875762,123.56189854,546.47262323,0.0,2017
DYMISTA,Azelastine/Fluticasone,1,Meda/Mylan Spec,23892012.83,3139124.16,108848.0,45103.0,7.6110442315,219.49886842,529.7211456,0.0,2017
EDARBI,Azilsartan Medoxomil,1,Arbor Pharmaceu,17135234.11,2899169.0,62280.0,13575.0,5.9101482079,275.13221114,1262.2640228,0.0,2017
EDARBYCLOR,Azilsartan Med/Chlorthalidone,1,Arbor Pharmaceu,15458076.35,2674140.0,59079.0,12631.0,5.7805833845,261.65094788,1223.8204695,0.0,2017
EDLUAR,Zolpidem Tartrate,1,Meda/Mylan Spec,1065231.72,87657.0,2318.0,442.0,12.160212959,459.54776531,2410.0265158,0.0,2017
EDURANT,Rilpivirine HCl,1,Janssen Product,33452691.53,1017793.0,32822.0,3950.0,32.867873458,1019.2155119,8469.0358304,0.0,2017
ELESTRIN,Estradiol,1,Meda/Mylan Spec,471325.84,128313.0,2181.0,776.0,3.6732508787,216.10538285,607.37865979,0.0,2017
ELIDEL,Pimecrolimus,1,Bausch Health U,20273534.11,2432389.0,42409.0,24759.0,8.334823957,478.04791695,818.83493316,0.0,2017
ELIGARD,Leuprolide Acetate,1,Tolmar Pharmace,1585724.48,1040.0,1040.0,486.0,1524.7350769,1524.7350769,3262.807572,0.0,2017
ELIQUIS,Apixaban,1,BMS Primarycare,3077993081.3,479898452.65,6350207.0,1142284.0,6.4154952098,484.70751918,2694.5952856,0.0,2017
ELLA,Ulipristal Acetate,1,"Afaxys, Inc.",18426.37,501.0,359.0,235.0,36.779181637,51.326935933,78.410085106,0.0,2017
ELMIRON,Pentosan Polysulfate Sodium,1,Janssen Pharm.,96275669.57,11832573.1,103172.0,22124.0,8.136494806,933.15695702,4351.6393767,0.0,2017
EMEND,Aprepitant,1,Merck Sharp & D,1805591.47,10197.0,2227.0,1045.0,201.24153974,810.77299955,1727.8387273,0.0,2017
EMSAM,Selegiline,1,Mylan Specialty,11103730.7,204250.0,6140.0,1109.0,54.366525397,1808.4251954,10012.381154,0.0,2017
EMTRIVA,Emtricitabine,1,Gilead Sciences,9768879.49,718498.0,21430.0,2827.0,17.617923576,455.85065282,3455.5640219,0.0,2017
ENSTILAR,Calcipotriene/Betamethasone,1,Leo Pharma Inc.,2765448.7,183900.0,2342.0,1208.0,15.037785209,1180.8064475,2289.2787252,0.0,2017
ENTOCORT EC,Budesonide,1,Perrigo/Padagis,869287.47,38576.0,368.0,102.0,22.53441181,2362.194212,8522.4261765,0.0,2017
ENTRESTO,Sacubitril/Valsartan,1,Novartis,227454330.44,32635688.17,424676.0,90462.0,6.9699153478,535.59497226,2514.3632734,0.0,2017
ENVARSUS XR,Tacrolimus,1,Veloxis Pharmac,448663.88,61021.0,614.0,116.0,7.9850610809,730.7229316,3867.792069,0.0,2017
EPANED,Enalapril Maleate,1,Azurity Pharmac,413908.11,133127.0,356.0,76.0,3.0546948527,1162.6632303,5446.1593421,0.0,2017
EPCLUSA,Sofosbuvir/Velpatasvir,1,Gilead Sciences,940252470.11,1047804.0,37594.0,14054.0,897.35529747,25010.705701,66902.836923,0.0,2017
EPIDUO FORTE,Adapalene/Benzoyl Peroxide,1,Galderma Labora,202812.12,20325.0,423.0,261.0,9.9784560886,479.4612766,777.05793103,0.0,2017
EPIPEN 2-PAK,Epinephrine,1,Mylan Specialty,75287530.75,250997.167,121868.0,104366.0,299.95370725,617.77932476,721.37986269,0.0,2017
EPIPEN JR 2-PAK,Epinephrine,1,Mylan Specialty,784206.71,2561.0,1230.0,1033.0,306.21113237,637.56643089,759.15460794,0.0,2017
EPIVIR,Lamivudine,1,Viiv Healthcare,436998.48,317234.5,1782.0,464.0,4.5802022366,245.22922559,941.80706897,0.0,2017
EPIVIR HBV,Lamivudine,1,Glaxosmithkline,393946.09,205723.0,1267.0,258.0,5.4252637063,310.92824783,1526.9228295,0.0,2017
EPZICOM,Abacavir Sulfate/Lamivudine,1,Viiv Healthcare,26138189.25,622584.0,20292.0,4149.0,41.983393807,1288.1031564,6299.876898,0.0,2017
EQUETRO,Carbamazepine,1,Validus Pharmac,1854201.09,497614.0,5752.0,921.0,3.7368945479,322.35763039,2013.2476547,0.0,2017
ERAXIS (WATER DILUENT),Anidulafungin,1,Pfizer US Pharm,372987.45,40755.0,465.0,110.0,14.055212434,802.12354839,3390.795,1.0,2017
ERIVEDGE,Vismodegib,1,"Genentech, Inc.",102724455.19,260599.0,8989.0,2022.0,394.18591472,11427.79566,50803.390302,0.0,2017
ERTACZO,Sertaconazole Nitrate,1,Bausch Health U,691526.73,60879.0,653.0,402.0,11.359035628,1058.9995865,1720.2157463,1.0,2017
ERY,Erythromycin Base In Ethanol,1,Perrigo/Padagis,142491.19,130227.0,1916.0,844.0,1.0941754782,74.369097077,168.82842417,0.0,2017
ESBRIET,Pirfenidone,1,"Genentech, Inc.",476820420.85,14117159.998,56845.0,8847.0,36.33518104,8388.0802331,53896.283582,0.0,2017
ESTRACE*,Estradiol,1,Actavis/Allerga*,177536864.59,26308769.198,592659.0,320069.0,6.750283245,299.55988957,554.6830983,0.0,2017
ESTRING,Estradiol,1,Pharmaci/Pfizer,33286588.14,84569.3,84461.0,31966.0,393.60132034,394.10601508,1041.3122737,0.0,2017
EUCRISA,Crisaborole,1,Pfizer US Pharm,3625613.29,374371.0,5774.0,3850.0,9.684546319,627.92055594,941.71773766,0.0,2017
EVAMIST,Estradiol,1,Perrigo/Padagis,611621.96,43966.8,3859.0,1216.0,13.910995569,158.49234517,502.97858553,0.0,2017
EVISTA,Raloxifene HCl,1,Eli Lilly & Co.,3597866.37,570077.0,10524.0,2448.0,6.3111936984,341.8725171,1469.7166544,0.0,2017
EVOTAZ,Atazanavir Sulfate/Cobicistat,1,BMS Primarycare,32493429.52,595094.0,19336.0,2422.0,54.602179689,1680.4628424,13415.94943,0.0,2017
EVOXAC,Cevimeline HCl,1,"Daiichi Sankyo,",1648661.56,247389.0,1930.0,423.0,6.6642476424,854.22878756,3897.5450591,0.0,2017
EXELON,Rivastigmine,1,Novartis,151001064.56,7444553.0,228661.0,40949.0,20.283544817,660.37087461,3687.5397338,0.0,2017
EXFORGE,Amlodipine Besylate/Valsartan,1,Novartis,6048743.51,653945.0,13322.0,2559.0,9.2949411563,454.04169869,2363.7137593,0.0,2017
EXFORGE HCT,Amlodipine/Valsartan/HCThiazid,1,Novartis,1599374.47,170747.0,3625.0,753.0,9.3704423076,441.20675034,2124.0032802,0.0,2017
EXJADE,Deferasirox,1,Novartis,85444104.01,702685.0,8977.0,1752.0,123.52634219,9518.113402,48769.465759,0.0,2017
FABIOR,Tazarotene,1,Mayne Pharma In,46307.26,5230.0,69.0,56.0,8.8541606119,671.11971014,826.91535714,0.0,2017
FANAPT,Iloperidone,1,Vanda Pharmaceu,59011383.9,2481606.66,51988.0,5909.0,23.469137668,1135.0962511,9986.6955322,0.0,2017
FARESTON,Toremifene Citrate,1,"Kyowa Kirin, In",2705784.56,64205.0,1806.0,325.0,42.14289479,1498.2195792,8325.4909538,0.0,2017
FARXIGA,Dapagliflozin Propanediol,1,Astrazeneca,192981931.0,13588135.0,316455.0,73642.0,14.201576541,609.82424357,2620.5416882,0.0,2017
FASLODEX,Fulvestrant,1,Astrazeneca,7474972.13,39069.0,3635.0,635.0,191.32744964,2056.3884814,11771.609654,0.0,2017
FELBATOL,Felbamate,1,Meda/Mylan Spec,10622930.15,962059.5,4461.0,477.0,12.251512314,2381.2889823,22270.293816,0.0,2017
FELDENE,Piroxicam,1,Pfizer US Pharm,137685.89,12988.0,229.0,62.0,10.594069659,601.24842795,2220.7401613,0.0,2017
FEMARA,Letrozole,1,Novartis,2958979.92,129790.0,2779.0,504.0,22.798211881,1064.7642749,5870.9919048,0.0,2017
FEMHRT,Norethindrone Ac-Eth Estradiol,1,Actavis/Allerga,282372.8,56638.0,1098.0,267.0,4.9855715244,257.1701275,1057.57603,0.0,2017
FENTORA,Fentanyl Citrate,1,"Cephalon,Inc.-T",18985902.97,179726.0,1427.0,145.0,99.819371342,13304.767323,130937.26186,0.0,2017
FETZIMA,Levomilnacipran HCl,1,Forest/Allergan,31116129.75,2836267.0,79963.0,12038.0,10.970792963,389.13159524,2584.8255316,0.0,2017
FIRAZYR,Icatibant Acetate,1,Shire US Inc.,159240729.5,46612.0,2978.0,573.0,3416.3033017,53472.373909,277907.03229,0.0,2017
FIRMAGON,Degarelix Acetate,1,Ferring Ph Inc,1198113.86,2181.0,1900.0,402.0,525.36379006,630.58624211,2980.3827363,0.0,2017
FLAGYL,Metronidazole,1,Pharmaci/Pfizer,93321.69,8544.0,226.0,169.0,11.496230359,412.92783186,552.19934911,0.0,2017
FLOVENT DISKUS,Fluticasone Propionate,1,Glaxosmithkline,38966556.64,11835832.0,156750.0,45566.0,3.2855773327,248.59047298,855.16737567,0.0,2017
FLOVENT HFA,Fluticasone Propionate,1,Glaxosmithkline,352461074.23,15856943.226,1105278.0,350315.0,22.110579887,318.88907065,1006.1261271,0.0,2017
FOCALIN,Dexmethylphenidate HCl,1,Novartis,53731.67,44494.0,476.0,98.0,1.1857254382,112.88165966,548.28234694,0.0,2017
FOCALIN XR,Dexmethylphenidate HCl,1,Novartis,1163977.8,100441.0,2375.0,538.0,11.62728628,490.09591579,2163.5275093,0.0,2017
FORFIVO XL,Bupropion HCl,1,Almatica Pharma,887761.88,62942.0,1636.0,632.0,14.104443456,542.64173594,1404.686519,0.0,2017
FORTEO,Teriparatide,1,Eli Lilly & Co.,575884084.58,466278.2,177259.0,30556.0,1235.0654278,3248.8284633,18846.841359,0.0,2017
FORTESTA,Testosterone,1,Endo Pharm Inc.,610148.57,94380.0,885.0,254.0,6.4648079042,689.43341243,2402.1597244,0.0,2017
FOSRENOL,Lanthanum Carbonate,1,Shire US Inc.,62629656.37,5316330.0,35536.0,10154.0,11.780895284,1762.428421,6167.978764,0.0,2017
FRAGMIN,"Dalteparin Sodium,Porcine",1,Pfizer US Pharm,7182120.66,43788.16,2698.0,663.0,181.68574009,2662.016553,10832.761176,0.0,2017
FROVA,Frovatriptan Succinate,1,Endo Pharm Inc.,1282099.39,17537.0,1168.0,271.0,73.108250556,1097.6878339,4730.994059,0.0,2017
FUZEON,Enfuvirtide,1,"Genentech, Inc.",5917901.94,96600.0,1567.0,198.0,61.261924845,3776.5806892,29888.393636,0.0,2017
FYCOMPA,Perampanel,1,Eisai Inc.,22021103.91,1048570.0,25936.0,3384.0,23.365221301,849.05551781,6507.4184131,0.0,2017
GABITRIL,Tiagabine HCl,1,"Cephalon,Inc.-T",6879873.79,661907.0,8237.0,889.0,10.944793157,835.24023188,7738.8906524,0.0,2017
GASTROCROM,Cromolyn Sodium,1,Meda/Mylan Spec,392535.31,210600.0,153.0,28.0,1.8638903609,2565.5902614,14019.118214,0.0,2017
GATTEX,Teduglutide,1,Nps Pharmaceuti,164676352.36,4661.0,4172.0,719.0,35330.691345,39471.800662,229035.26058,0.0,2017
GELNIQUE,Oxybutynin Chloride,1,Allergan Inc.,188919.14,16560.0,362.0,163.0,11.408160628,521.87607735,1159.0131288,0.0,2017
GENOTROPIN,Somatropin,1,Pharmaci/Pfizer,11093285.56,127267.0,5149.0,708.0,233.31455869,2154.4543717,15668.482429,0.0,2017
GENVOYA,Elviteg/Cob/Emtri/Tenof Alafen,1,Gilead Sciences,689419860.58,7422972.0,237747.0,28571.0,92.876527162,2899.8046687,24130.057071,0.0,2017
GILENYA,Fingolimod HCl,1,Novartis,456658191.24,1856992.0,56914.0,6844.0,245.9128479,8023.6530773,66723.873647,0.0,2017
GILOTRIF,Afatinib Dimaleate,1,Boehringer Ing.,86672822.35,326061.0,11017.0,2075.0,265.81547256,7867.1891032,41770.034867,0.0,2017
GLEEVEC,Imatinib Mesylate,1,Novartis,490911864.65,2298639.0,48896.0,6605.0,264.30728887,10039.918698,74324.279281,0.0,2017
GLUCOTROL,Glipizide,1,Pfizer US Pharm,351634.55,169489.0,1645.0,366.0,2.0855221993,213.75960486,960.75013661,0.0,2017
GLUCOTROL XL,Glipizide,1,Pfizer US Pharm,1112464.03,547333.0,6739.0,1683.0,1.9948631214,165.07850275,661.000612,0.0,2017
GLUMETZA,Metformin HCl,1,Santarus Inc/Sa,73705016.3,1048023.0,9677.0,2187.0,74.836587562,7616.5150667,33701.42492,0.0,2017
GLYSET,Miglitol,1,Pharmaci/Pfizer,716151.74,268922.0,1812.0,497.0,2.6898972858,395.22722958,1440.9491751,0.0,2017
GLYXAMBI,Empagliflozin/Linagliptin,1,Boehringer Ing.,25121751.24,1462734.0,33239.0,7698.0,17.174349411,755.79142694,3263.4127358,0.0,2017
GOCOVRI,Amantadine HCl,1,Supernus/ Adama,294472.21,7331.0,129.0,93.0,40.159724548,2282.7303101,3166.3678495,0.0,2017
GRANIX,Tbo-Filgrastim,1,"Cephalon,Inc.-T",4758026.87,9193.0,1826.0,808.0,512.37575737,2605.7102245,5888.6471163,0.0,2017
HALAVEN,Eribulin Mesylate,1,Eisai Inc.,1046183.43,1926.0,185.0,52.0,543.1897352,5655.0455676,20118.912115,0.0,2017
HALCION,Triazolam,1,Pharmaci/Pfizer,145326.72,29565.0,533.0,132.0,4.9154987316,272.65801126,1100.96,0.0,2017
HALDOL,Haloperidol Lactate,1,Janssen Pharm.,4228.85,1392.4,102.0,46.0,3.0370942258,41.459313725,91.931521739,0.0,2017
HALDOL DECANOATE 100,Haloperidol Decanoate,1,Janssen Pharm.,62861.71,394.0,197.0,75.0,159.54748731,319.09497462,838.15613333,0.0,2017
HALOG,Halcinonide,1,Sun Pharmaceuti,1324775.36,103386.0,1275.0,730.0,12.812613986,1039.039498,1814.7607671,0.0,2017
HARVONI,Ledipasvir/Sofosbuvir,1,Gilead Sciences,2551973528.4,2279283.0,81772.0,32338.0,1119.6387322,31208.402979,78915.626458,0.0,2017
HEPSERA,Adefovir Dipivoxil,1,Gilead Sciences,795862.91,17969.0,490.0,84.0,44.290884857,1624.2100204,9474.5584524,0.0,2017
HETLIOZ,Tasimelteon,1,Vanda Pharmaceu,65170630.4,141720.0,4221.0,754.0,459.85485747,15439.618669,86433.196817,0.0,2017
HORIZANT,Gabapentin Enacarbil,1,Xenoport/Arbor,21371930.6,1729757.0,30117.0,7046.0,12.355567943,709.63012916,3033.2004825,0.0,2017
HUMALOG,Insulin Lispro,1,Eli Lilly & Co.,594528099.26,23104247.78,1217401.0,282797.0,25.728293096,488.35847782,2102.3140248,0.0,2017
HUMALOG JUNIOR KWIKPEN,Insulin Lispro,1,Eli Lilly & Co.,82778.63,2421.0,119.0,110.0,34.191916563,695.6187395,752.533,0.0,2017
HUMALOG KWIKPEN U-100,Insulin Lispro,1,Eli Lilly & Co.,1089309295.9,32480146.0,1512965.0,414218.0,33.537697027,719.98314299,2629.7971019,0.0,2017
HUMALOG KWIKPEN U-200,Insulin Lispro,1,Eli Lilly & Co.,94165348.49,1385380.0,83023.0,23564.0,67.970772272,1134.2079724,3996.152966,0.0,2017
HUMALOG MIX 50-50,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,15262286.9,546470.0,16989.0,3089.0,27.92886508,898.36287598,4940.8504047,0.0,2017
HUMALOG MIX 50-50 KWIKPEN,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,29244152.56,863886.0,26054.0,5728.0,33.851865362,1122.4438689,5105.4735615,0.0,2017
HUMALOG MIX 75-25,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,132797196.7,4817027.111,178482.0,33009.0,27.568289246,744.03691521,4023.0602775,0.0,2017
HUMALOG MIX 75-25 KWIKPEN,Insulin Lispro Protamin/Lispro,1,Eli Lilly & Co.,312406668.84,9259694.0,326594.0,67371.0,33.738336152,956.55973116,4637.1089763,0.0,2017
HUMATROPE,Somatropin,1,Eli Lilly & Co.,7227967.14,8417.0,3005.0,455.0,909.20571293,2405.3135241,15885.642066,0.0,2017
HUMULIN 70/30 KWIKPEN,Insulin NPh Hum/Reg Insulin Hm,1,Eli Lilly & Co.,84742472.86,3133249.0,114643.0,25372.0,27.046198007,739.18575805,3339.9997186,1.0,2017
HUMULIN N,Insulin NPh Human Isophane,1,Eli Lilly & Co.,140393476.55,17656194.2,549600.0,131111.0,7.9515140669,255.44664583,1070.79861,0.0,2017
HUMULIN N KWIKPEN,Insulin NPh Human Isophane,1,Eli Lilly & Co.,50726510.44,2479619.0,99576.0,27230.0,20.457380928,509.42506668,1862.890578,0.0,2017
HUMULIN R,"Insulin Regular, Human",1,Eli Lilly & Co.,70669751.93,7257176.788,366577.0,101959.0,9.7379124134,192.78283125,693.11931198,0.0,2017
HUMULIN R U-500,"Insulin Regular, Human",1,Eli Lilly & Co.,145524395.57,2060010.0,73118.0,14518.0,70.642567546,1990.2677257,10023.721971,0.0,2017
HUMULIN R U-500 KWIKPEN,"Insulin Regular, Human",1,Eli Lilly & Co.,101653315.55,1115398.16,66294.0,13128.0,91.136348611,1533.3712787,7743.2446336,0.0,2017
HYDREA,Hydroxyurea,1,BMS Onco/Immun,81708.26,60667.0,805.0,173.0,1.3468320504,101.5009441,472.30208092,0.0,2017
HYSINGLA ER,Hydrocodone Bitartrate,1,Purdue Pharma L,22498234.65,1557232.0,51843.0,11929.0,14.447829125,433.96861003,1886.0117906,0.0,2017
IBRANCE,Palbociclib,1,Pfizer US Pharm,1398052148.9,2614736.0,125488.0,20397.0,534.67917369,11140.923028,68542.047795,0.0,2017
IDHIFA,Enasidenib Mesylate,1,Celgene/BMS,11692884.65,13886.0,449.0,185.0,841.89515144,26042.059354,63204.781892,0.0,2017
IMBRUVICA,Ibrutinib,1,"Pharmacyclics,",1368207004.8,10880853.0,131157.0,18724.0,125.74446183,10431.826016,73072.367271,0.0,2017
IMITREX,Sumatriptan,1,Glaxosmithkline,431828.66,5775.0,662.0,258.0,74.798139744,652.30915408,1673.7544961,0.0,2017
IMITREX*,Sumatriptan Succinate,1,Glaxosmithkline*,7316395.15,92970.5,6648.0,1492.0,112.24109724,1100.5407867,4903.7501005,0.0,2017
INCRUSE ELLIPTA,Umeclidinium Bromide,1,Glaxosmithkline,367859852.74,33454250.45,958864.0,216977.0,10.995907778,383.64132217,1695.38639,0.0,2017
INDERAL LA,Propranolol HCl,1,Ani Pharmaceuti,5640749.29,113201.0,1497.0,648.0,49.335658692,3768.0355979,8704.8600154,0.0,2017
INGREZZA,Valbenazine Tosylate,1,Neurocrine Bios,83352463.21,449965.0,9768.0,3525.0,188.22840056,8533.2169543,23646.088854,0.0,2017
INLYTA,Axitinib,1,Pfizer US Pharm,58420098.47,399391.0,4544.0,934.0,181.41488952,12856.535755,62548.2853,0.0,2017
INSPRA,Eplerenone,1,Pfizer/Viatris,656730.16,69187.0,942.0,206.0,9.5190470403,697.16577495,3188.0104854,0.0,2017
INTELENCE,Etravirine,1,Janssen Product,99707143.65,5501954.0,80503.0,9101.0,18.925695367,1238.5519006,10955.625058,0.0,2017
INTUNIV,Guanfacine HCl,1,Shire US Inc.,228780.25,23663.0,654.0,124.0,9.6881916816,349.81689602,1845.0020161,0.0,2017
INVANZ*,Ertapenem Sodium,1,Merck Sharp & D*,61485314.05,7642350.47,95509.0,37777.0,8.1116630549,643.76460909,1627.5859399,1.0,2017
INVEGA,Paliperidone,1,Janssen Pharm.,119404111.66,3083856.0,97515.0,13079.0,39.176051364,1224.4691756,9129.4526845,0.0,2017
